,Date,Sum_GAP,Sum_Others,Sum_Kitchen,Sum_Laundry,Sum_Heater_AC,forecastAC,forecastK,forecastL,forecastTotal,OnlyforecastAC,OnlyforecastK,OnlyforecastL,OnlyforecastTotal
430,6/3/2008,41720.13333,33301.13333,1082,372,6965,7204.622081,1094.830238,1548.309998,24013.51455,NA,NA,NA,NA
431,7/3/2008,31049.26667,17310.26667,1235,3471,9033,8680.687941,1305.671327,2080.603619,26341.71982,NA,NA,NA,NA
432,8/3/2008,37477.66667,22410.66667,6286,346,8435,9876.021716,2582.511898,2715.989202,31634.14389,NA,NA,NA,NA
433,9/3/2008,26007.63333,18912.63333,2607,333,4155,8088.583478,2848.644415,3409.536063,31981.44515,NA,NA,NA,NA
434,10/3/2008,26978.1,15941.1,2009,368,8660,8381.868667,1268.565664,1780.986892,26191.48273,NA,NA,NA,NA
435,11/3/2008,36667.36667,18559.36667,1271,3901,12936,9040.961545,1391.705298,2735.259321,28942.97982,NA,NA,NA,NA
436,12/3/2008,29570.53333,15034.53333,1120,2374,11042,9219.205935,1836.518846,3159.558505,29660.35315,NA,NA,NA,NA
437,13/3/2008,27925.23333,15608.23333,3263,3590,5464,8798.466689,1427.036041,1710.14536,27330.96966,NA,NA,NA,NA
438,14/3/2008,36837,17500,980,3881,14476,10299.63198,1634.280568,2216.894886,29626.65378,NA,NA,NA,NA
439,15/3/2008,26271.66667,17309.66667,2550,502,5910,11495.02123,2903.574719,2825.208878,34826.09647,NA,NA,NA,NA
440,16/3/2008,30032.66667,15786.66667,2394,566,11286,9683.464096,3158.363654,3490.723774,35023.58998,NA,NA,NA,NA
441,17/3/2008,28448.63333,12215.63333,236,6651,9346,9929.701133,1563.338974,1833.738985,29031.54899,NA,NA,NA,NA
442,18/3/2008,31959.43333,14240.43333,1156,4019,12544,10520.39379,1668.163521,2759.703631,31534.03844,NA,NA,NA,NA
443,19/3/2008,21807.46667,13132.46667,2110,411,6154,10610.747,2091.560432,3156.315582,31961.45576,NA,NA,NA,NA
444,20/3/2008,20887.9,12632.9,1107,478,6670,10084.71915,1657.857411,1680.277831,29307.63253,NA,NA,NA,NA
445,21/3/2008,34440.7,14216.7,2171,4778,13275,11465.47126,1838.402359,2161.846935,31251.1833,NA,NA,NA,NA
446,22/3/2008,34225.26667,17910.26667,3322,588,12405,12527.72122,3078.863931,2746.738101,36077.75693,NA,NA,NA,NA
447,23/3/2008,38766.5,16497.5,6279,2112,13878,10572.77026,3303.051718,3390.827841,35888.61828,NA,NA,NA,NA
448,24/3/2008,32911.13333,18784.13333,1131,5988,7008,10667.85319,1676.035832,1714.579628,29503.02446,NA,NA,NA,NA
449,25/3/2008,33597.6,14180.6,2246,3677,13494,11102.10148,1747.867783,2623.530532,31611.61961,NA,NA,NA,NA
450,26/3/2008,27224.53333,13299.53333,2547,3831,7547,11033.12301,2137.66571,3005.392641,31650.99818,NA,NA,NA,NA
451,27/3/2008,22847.03333,13469.03333,0,356,9022,10347.17457,1670.154904,1516.814183,28620.70445,NA,NA,NA,NA
452,28/3/2008,31423.73333,13912.73333,2325,3605,11581,11569.57881,1817.079764,1987.934865,30204.4975,NA,NA,NA,NA
453,29/3/2008,41185.83333,18417.83333,5153,375,17240,12477.05256,3024.500732,2564.299718,34692.53805,NA,NA,NA,NA
454,30/3/2008,35773.2,19644.2,5045,1315,9769,10372.71328,3216.610895,3201.572067,34189.92558,NA,NA,NA,NA
455,31/3/2008,22959.5,12070.5,1091,411,9387,10325.41553,1558.852009,1519.970656,27519.04986,NA,NA,NA,NA
456,1/4/2008,35484.2,13233.2,1079,6657,14515,10625.70591,1601.631827,2424.768511,29372.97998,NA,NA,NA,NA
457,2/4/2008,28194.53333,15425.53333,1106,3674,7989,10432.40039,1964.405782,2803.40691,29190.03986,NA,NA,NA,NA
458,3/4/2008,18812.6,11489.6,0,422,6901,9632.759005,1472.213975,1312.268942,25970.83619,NA,NA,NA,NA
459,4/4/2008,27198.63333,11044.63333,2133,775,13246,10752.90948,1597.089612,1781.246744,27399.56601,NA,NA,NA,NA
460,5/4/2008,32846.03333,15399.03333,2929,874,13644,11570.18558,2785.352463,2355.666297,31766.25789,NA,NA,NA,NA
461,6/4/2008,28271.96667,16980.96667,1124,2615,7552,9388.146302,2961.422068,2991.010027,31175.37273,NA,NA,NA,NA
462,7/4/2008,25647.3,13089.3,2420,672,9466,9275.926967,1290.930487,1307.361925,24448.22538,NA,NA,NA,NA
463,8/4/2008,44291.93333,13307.93333,2752,10713,17519,9524.209818,1324.436545,2209.912482,26276.44754,NA,NA,NA,NA
464,9/4/2008,20314.2,10935.2,0,376,9003,9291.81723,1681.504683,2586.076621,26096.63821,NA,NA,NA,NA
465,10/4/2008,24629.1,14384.1,3261,457,6527,8465.90188,1187.239436,1092.268962,22907.46511,NA,NA,NA,NA
466,11/4/2008,31294.4,14479.4,1802,491,14522,9572.384732,1313.691781,1558.470453,24391.04188,NA,NA,NA,NA
467,12/4/2008,46666.9,21866.9,7076,2499,15225,10388.30613,2507.150999,2130.150275,28835.23311,NA,NA,NA,NA
468,13/4/2008,37216.43333,15713.43333,2554,5942,13007,8216.855834,2691.956866,2762.983353,28342.31137,NA,NA,NA,NA
469,14/4/2008,26493.03333,14871.03333,0,425,11197,8126.73261,1033.612057,1077.288342,21731.42624,NA,NA,NA,NA
470,15/4/2008,27840.1,12794.1,1174,3998,9874,8408.121094,1082.496775,1978.523656,23692.10494,NA,NA,NA,NA
471,16/4/2008,24817.73333,12254.73333,838,403,11322,8219.288901,1457.948788,2354.394976,23658.93028,NA,NA,NA,NA
472,17/4/2008,23264.36667,12490.36667,1719,417,8638,7446.77858,984.7999536,861.6189446,20628.65935,NA,NA,NA,NA
473,18/4/2008,31039.83333,14112.83333,2174,3832,10921,8615.845523,1134.785484,1330.477467,22281.60822,NA,NA,NA,NA
474,19/4/2008,37561.83333,16063.83333,4319,2457,14722,9502.807554,2353.839622,1906.726923,26903.95543,NA,NA,NA,NA
475,20/4/2008,29856.96667,13881.96667,1030,4544,10401,7410.072469,2565.912528,2546.303064,26596.38944,NA,NA,NA,NA
476,21/4/2008,19402.6,9941.6,0,2673,6788,7405.494741,936.0882339,869.7469057,20176.56168,NA,NA,NA,NA
477,22/4/2008,27127.93333,10460.93333,971,5093,10603,7778.349647,1014.305592,1782.689566,22332.56609,NA,NA,NA,NA
478,23/4/2008,22622.13333,12344.13333,1380,492,8406,7685.928417,1419.445354,2172.949919,22497.59301,NA,NA,NA,NA
479,24/4/2008,17396.2,10315.2,1263,522,5296,7013.729566,975.8743083,697.2900957,19667.02233,NA,NA,NA,NA
480,25/4/2008,21128.9,8900.9,824,2004,9400,8285.898071,1154.862629,1185.963565,21519.78326,NA,NA,NA,NA
481,26/4/2008,15052.76667,10832.76667,0,634,3586,9277.578563,2401.887931,1784.620347,26340.63517,NA,NA,NA,NA
482,27/4/2008,16804,10035,693,588,5488,7289.949195,2640.460676,2449.010305,26228.79637,NA,NA,NA,NA
483,28/4/2008,10984.2,7577.2,0,621,2786,7389.587668,1035.250582,799.4099333,20000.38381,NA,NA,NA,NA
484,29/4/2008,32876.93333,15582.93333,1402,5411,10481,7864.457784,1135.81579,1741.11061,22341.88594,NA,NA,NA,NA
485,30/4/2008,18362.1,10062.1,1057,590,6653,7870.520141,1560.69771,2161.522143,22684.81713,NA,NA,NA,NA
486,1/5/2008,9600.233333,6484.233333,0,530,2586,7291.942001,1133.972287,716.9364979,20022.81952,NA,NA,NA,NA
487,2/5/2008,24962.8,12577.8,3114,584,8687,8651.557658,1326.673639,1237.086245,22033.03944,NA,NA,NA,NA
488,3/5/2008,21493.33333,13421.33333,996,541,6535,9723.245108,2584.103399,1867.062003,26998.43281,NA,NA,NA,NA
489,4/5/2008,24516.16667,13984.16667,2196,2872,5464,7806.98508,2829.660233,2562.029488,27016.4259,NA,NA,NA,NA
490,5/5/2008,22782.2,11199.2,1008,378,10197,7968.253269,1227.969054,941.6711973,20901.39327,NA,NA,NA,NA
491,6/5/2008,29833,10869,1354,5410,12200,8494.033382,1328.611587,1910.690286,23338.17409,NA,NA,NA,NA
492,7/5/2008,19604.4,11502.4,1030,423,6649,8539.453781,1750.221114,2355.929994,23756.77377,NA,NA,NA,NA
493,8/5/2008,35278.3,18192.3,3667,702,12717,7988.021883,1317.032108,933.1530615,21149.51484,NA,NA,NA,NA
494,9/5/2008,29121.2,14565.2,2229,423,11904,9362.106794,1500.300714,1471.615195,23192.46255,NA,NA,NA,NA
495,10/5/2008,31818.8,12542.8,6950,612,11714,10435.33508,2745.609429,2115.99641,28167.77759,NA,NA,NA,NA
496,11/5/2008,26848.66667,18015.66667,563,1340,6930,8507.664982,2976.690541,2821.130448,28172.42024,NA,NA,NA,NA
497,12/5/2008,25403.4,10277.4,2082,1085,11959,8644.789148,1358.547959,1206.456891,22020.66602,NA,NA,NA,NA
498,13/5/2008,24614.9,11332.9,823,4089,8370,9134.152899,1441.179241,2176.533229,24397.65216,NA,NA,NA,NA
499,14/5/2008,26404.36667,10785.36667,2467,3436,9716,9131.590332,1843.660834,2618.159942,24734.10016,NA,NA,NA,NA
500,15/5/2008,19379.46667,11121.46667,868,570,6820,8521.552095,1390.687463,1187.162864,22023.47734,NA,NA,NA,NA
501,16/5/2008,27467.16667,13719.16667,2228,2565,8955,9827.575163,1553.981845,1712.966746,23943.42148,NA,NA,NA,NA
502,17/5/2008,27624.23333,12059.23333,2158,935,12472,10824.65955,2779.588364,2340.523835,28778.08056,NA,NA,NA,NA
503,18/5/2008,30065.96667,14309.96667,1775,5355,8626,8814.317506,2991.685526,3025.037675,28626.79157,NA,NA,NA,NA
504,19/5/2008,17171.03333,8096.033333,1014,558,7503,8863.94565,1355.697106,1386.406925,22306.55865,NA,NA,NA,NA
505,20/5/2008,26355.56667,10595.56667,1352,2431,11977,9262.807729,1422.004071,2329.726606,24505.55032,NA,NA,NA,NA
506,21/5/2008,22068.53333,10354.53333,1989,474,9251,9168.63102,1810.020558,2742.400166,24657.76233,NA,NA,NA,NA
507,22/5/2008,16281.13333,8370.133333,996,440,6475,8467.791165,1344.725086,1280.906938,21760.10997,NA,NA,NA,NA
508,23/5/2008,24748.6,8624.6,0,1390,14734,9685.736841,1498.063419,1775.35933,23493.77613,NA,NA,NA,NA
509,24/5/2008,26336.26667,11907.26667,1027,569,12833,10599.32035,2716.236882,2371.414002,28146.46878,NA,NA,NA,NA
510,25/5/2008,34141.73333,15007.73333,4307,8811,6016,8511.800912,2923.511126,3024.977719,27821.01419,NA,NA,NA,NA
511,26/5/2008,21495.16667,10560.16667,985,666,9284,8492.172406,1285.325362,1356.633157,21337.74869,NA,NA,NA,NA
512,27/5/2008,28478.33333,11648.33333,0,5352,11478,8831.10448,1352.004208,2272.122593,23387.93108,NA,NA,NA,NA
513,28/5/2008,18572.86667,8213.866667,3138,512,6709,8687.501294,1742.835456,2659.443334,23408.32494,NA,NA,NA,NA
514,29/5/2008,18917.93333,8703.933333,1004,507,8703,7948.653844,1282.604908,1175.599944,20398.21706,NA,NA,NA,NA
515,30/5/2008,23287.4,8970.4,0,3019,11298,9140.638265,1443.0046,1651.148023,22040.70058,NA,NA,NA,NA
516,31/5/2008,27357.83333,11407.83333,1764,2328,11858,10040.62712,2669.928118,2232.094159,26624.87881,NA,NA,NA,NA
517,1/6/2008,30814.6,17056.6,1906,545,11307,7951.881125,2887.287796,2874.593079,26254.41776,NA,NA,NA,NA
518,2/6/2008,17900.2,10041.2,960,558,6341,7943.073593,1260.133618,1199.367496,19749.91158,NA,NA,NA,NA
519,3/6/2008,26630.26667,11860.26667,2897,2608,9265,8304.236741,1338.375716,2112.188757,21802.28434,NA,NA,NA,NA
520,4/6/2008,26481.86667,10741.86667,1550,7682,6508,8193.334216,1740.873478,2500.972238,21847.37772,NA,NA,NA,NA
521,5/6/2008,18667.96667,7633.966667,1747,506,8781,7496.435537,1291.982124,1022.532519,18882.9912,NA,NA,NA,NA
522,6/6/2008,20295.23333,10909.23333,1009,506,7871,8738.144435,1462.972739,1507.133037,20590.20291,NA,NA,NA,NA
523,7/6/2008,31374.73333,11791.73333,2379,2611,14593,9693.947385,2699.339163,2100.394653,25255.62623,NA,NA,NA,NA
524,8/6/2008,25705.36667,10276.36667,2536,3161,9732,7665.248908,2924.626183,2758.003897,24980.02889,NA,NA,NA,NA
525,9/6/2008,22094.96667,10121.96667,1967,2085,7921,7718.744788,1303.558572,1100.146113,18580.77715,NA,NA,NA,NA
526,10/6/2008,17784.83333,7300.833333,907,585,8992,8142.421114,1385.772549,2032.001191,20745.32617,NA,NA,NA,NA
527,11/6/2008,18720.1,9335.1,977,842,7566,8092.18208,1789.912456,2440.855426,20905.90356,NA,NA,NA,NA
528,12/6/2008,20988.86667,11224.86667,1951,567,7246,7452.080731,1340.183258,982.8740794,18056.65056,NA,NA,NA,NA
529,13/6/2008,31238,10540,2809,7358,10531,8744.803102,1507.774711,1487.668821,19875.04544,NA,NA,NA,NA
530,14/6/2008,23082,9528,1862,1011,10681,9744.070459,2738.17044,2100.224028,24644.26151,NA,NA,NA,NA
531,15/6/2008,38151.7,13289.7,6471,6802,11589,7749.724685,2954.976338,2775.622191,24461.88354,NA,NA,NA,NA
532,16/6/2008,21717.4,9261.4,1980,464,10012,7827.14653,1323.047783,1133.493167,18142.44204,NA,NA,NA,NA
533,17/6/2008,19084.73333,7478.733333,1080,432,10094,8263.293273,1392.217314,2078.524543,20370.98404,NA,NA,NA,NA
534,18/6/2008,31560.13333,8284.133333,7549,3040,12687,8213.357577,1781.385637,2497.586238,20577.82483,NA,NA,NA,NA
535,19/6/2008,26468.03333,10632.03333,3411,1514,10911,7561.020766,1315.066735,1046.513577,17755.74272,NA,NA,NA,NA
536,20/6/2008,27935.06667,9635.066667,2948,2935,12417,8828.950216,1464.803129,1554.68276,19581.44005,NA,NA,NA,NA
537,21/6/2008,28904.23333,9313.233333,940,5823,12828,9791.205114,2676.46477,2166.942461,24337.92142,NA,NA,NA,NA
538,22/6/2008,26106.93333,9574.933333,4705,1175,10652,7748.315386,2874.06627,2838.341724,24123.21231,NA,NA,NA,NA
539,23/6/2008,20863.26667,7558.266667,2600,581,10124,7766.68362,1222.882273,1188.578831,17752.87732,NA,NA,NA,NA
540,24/6/2008,29240.86667,8701.866667,2779,3489,14271,8134.596859,1273.162963,2122.508451,19913.5569,NA,NA,NA,NA
541,25/6/2008,21029.5,8285.5,2773,569,9402,8008.850705,1644.212922,2527.260323,20037.66833,NA,NA,NA,NA
542,26/6/2008,17600.33333,7136.333333,921,572,8971,7274.959835,1160.924464,1059.013907,17120.5339,NA,NA,NA,NA
543,27/6/2008,29252.53333,12558.53333,4159,2372,10163,8457.605777,1295.181848,1547.563187,18841.76206,NA,NA,NA,NA
544,28/6/2008,20146.66667,10214.66667,0,2000,7932,9332.987516,2493.150165,2138.235704,23487.53441,NA,NA,NA,NA
545,29/6/2008,12489.2,7103.2,955,535,3896,7203.84129,2679.083929,2786.606361,23159.22461,NA,NA,NA,NA
546,30/6/2008,13403.26667,6063.266667,0,521,6819,7138.781,1018.43542,1112.931098,16675.81155,NA,NA,NA,NA
547,1/7/2008,20254,7812,3465,587,8390,7428.247887,1061.565006,2022.638212,18727.30863,NA,NA,NA,NA
548,2/7/2008,19120.03333,10506.03333,962,650,7002,7231.073646,1427.816827,2403.431018,18749.35846,NA,NA,NA,NA
549,3/7/2008,18306,7369,958,2569,7410,6434.632869,942.0510787,912.0467634,15740.25911,NA,NA,NA,NA
550,4/7/2008,15700.33333,6809.333333,0,589,8302,7565.237318,1076.049343,1378.806436,17382.25077,NA,NA,NA,NA
551,5/7/2008,24484.8,7490.8,1875,6754,8365,8400.439197,2275.806778,1949.519956,21963.71907,NA,NA,NA,NA
552,6/7/2008,30084.4,13060.4,4258,5230,7536,6244.011175,2465.346078,2580.18769,21587.74343,NA,NA,NA,NA
553,7/7/2008,16389.83333,6477.833333,2171,592,7149,6165.255797,809.833165,891.4237126,15074.45524,NA,NA,NA,NA
554,8/7/2008,18770.23333,9684.233333,991,503,7592,6454.933907,859.2966075,1788.938868,17114.42979,NA,NA,NA,NA
555,9/7/2008,15321.96667,6519.966667,951,499,7352,6271.816932,1232.713913,2160.637541,17143.26219,NA,NA,NA,NA
556,10/7/2008,20854.6,11134.6,982,552,8186,5502.839334,754.5556459,663.3731797,14158.59462,NA,NA,NA,NA
557,11/7/2008,20903.6,10370.6,724,558,9251,6673.503805,896.2034673,1127.497261,15841.42356,NA,NA,NA,NA
558,12/7/2008,22147.53333,7863.533333,4436,2617,7231,7560.206168,2103.255547,1698.76618,20478.34306,NA,NA,NA,NA
559,13/7/2008,20895.9,9004.9,1671,3164,7056,5465.247192,2299.353884,2333.046904,20170.15124,NA,NA,NA,NA
560,14/7/2008,18965.43333,7970.433333,2564,1995,6436,5456.183128,649.3130748,650.746642,13734.28326,NA,NA,NA,NA
561,15/7/2008,19264.33333,9159.333333,968,552,8585,5821.803678,702.85217,1557.304348,15858.29246,NA,NA,NA,NA
562,16/7/2008,17951.03333,8637.033333,1537,2799,4978,5718.739935,1078.692344,1940.297683,15974.52746,NA,NA,NA,NA
563,17/7/2008,21985.36667,11860.36667,1122,723,8280,5031.678943,601.1110079,456.2101153,13077.26906,NA,NA,NA,NA
564,18/7/2008,21026.4,10071.4,1143,552,9260,6283.833813,741.3681132,934.9924873,14844.15284,NA,NA,NA,NA
565,19/7/2008,22400.23333,8637.233333,2941,3146,7676,7249.335471,1945.017845,1521.983113,19558.52948,NA,NA,NA,NA
566,20/7/2008,15692.23333,7216.233333,1943,1076,5457,5228.311134,2135.739996,2172.626818,19318.1865,NA,NA,NA,NA
567,21/7/2008,19274.63333,7956.633333,1698,431,9189,5286.299395,478.4704138,506.9177622,12937.89112,NA,NA,NA,NA
568,22/7/2008,12337.36667,7021.366667,0,430,4886,5710.288554,523.1320499,1429.903457,15102.97207,NA,NA,NA,NA
569,23/7/2008,15710.5,7698.5,1233,454,6325,5655.37993,888.7293238,1828.803197,15244.08501,NA,NA,NA,NA
570,24/7/2008,18224.16667,8567.166667,837,476,8344,5005.049222,399.8964566,359.7852609,12354.42252,NA,NA,NA,NA
571,25/7/2008,14425.56667,6034.566667,1168,492,6731,6281.655383,528.3156577,852.5369079,14111.19175,NA,NA,NA,NA
572,26/7/2008,13594.73333,6403.733333,0,948,6243,7258.860896,1720.018523,1452.190978,18798.00981,NA,NA,NA,NA
573,27/7/2008,19123.26667,8817.266667,1063,858,8385,5236.727854,1899.205203,2114.049348,18513.63918,NA,NA,NA,NA
574,28/7/2008,13763.4,7291.4,0,509,5963,5281.139132,231.3610347,458.0279638,12074.52186,NA,NA,NA,NA
575,29/7/2008,19442.63333,11539.63333,1571,530,5802,5679.830982,266.9725093,1389.160823,14168.33006,NA,NA,NA,NA
576,30/7/2008,21665.13333,12066.13333,2548,773,6278,5589.038872,625.6057132,1794.716177,14228.67855,NA,NA,NA,NA
577,31/7/2008,23210.63333,11281.63333,1533,2808,7588,4893.730038,132.4383031,330.9694019,11252.26079,NA,NA,NA,NA
578,1/8/2008,12326.26667,5499.266667,586,1150,5091,6118.072919,259.6613601,827.7667404,12920.23386,NA,NA,NA,NA
579,2/8/2008,8429.6,4122.6,0,504,3803,7037.808432,1453.764934,1430.44397,17520.50456,NA,NA,NA,NA
580,3/8/2008,8413.033333,3988.033333,0,499,3926,4955.288789,1639.342287,2094.540527,17156.34222,NA,NA,NA,NA
581,4/8/2008,18765.33333,9082.333333,596,4677,4410,4938.834718,-17.80704271,440.2341495,10648.77999,NA,NA,NA,NA
582,5/8/2008,13785.3,5523.3,635,509,7118,5278.699203,33.02693179,1372.833774,12690.02675,NA,NA,NA,NA
583,6/8/2008,5435.2,2707.2,0,513,2215,5133.641469,411.5334027,1779.884347,12718.03821,NA,NA,NA,NA
584,7/8/2008,5581.4,2698.4,0,526,2357,4391.086715,-57.09450479,317.9283996,9733.514064,NA,NA,NA,NA
585,8/8/2008,5036.666667,2575.666667,0,481,1980,5577.523847,99.23754662,817.0589658,11421.15001,NA,NA,NA,NA
586,9/8/2008,5982.066667,3591.066667,0,489,1902,6470.808188,1326.808927,1422.828296,16071.80143,NA,NA,NA,NA
587,10/8/2008,5867.2,3498.2,0,464,1905,4375.13687,1549.889512,2090.95322,15790.9878,NA,NA,NA,NA
588,11/8/2008,6198.6,3829.6,0,489,1880,4360.34959,-66.15304961,441.7425372,9401.203425,NA,NA,NA,NA
589,12/8/2008,4816.4,2510.4,0,462,1844,4717.844512,28.85795922,1380.584426,11595.25931,NA,NA,NA,NA
590,13/8/2008,4709.733333,2469.733333,0,451,1789,4607.114457,453.9869814,1795.047713,11810.80758,NA,NA,NA,NA
591,14/8/2008,4504.3,2422.3,0,441,1641,3915.880031,33.72338216,341.6419945,9047.316823,NA,NA,NA,NA
592,15/8/2008,4560.9,2430.9,0,439,1691,5170.472749,239.3934766,850.3712454,10987.32847,NA,NA,NA,NA
593,16/8/2008,4580.233333,2450.233333,0,442,1688,6148.135667,1516.461029,1466.645344,15918.65129,NA,NA,NA,NA
594,17/8/2008,4579.933333,2424.933333,0,445,1710,4152.009326,1788.350924,2145.990291,15942.92276,NA,NA,NA,NA
595,18/8/2008,4562.633333,2403.633333,0,440,1719,4250.455502,219.5757096,508.4823471,9878.001559,NA,NA,NA,NA
596,19/8/2008,4578.2,2439.2,0,442,1697,4733.021895,359.4667436,1459.243845,12411.41442,NA,NA,NA,NA
597,20/8/2008,4474.533333,2411.533333,0,437,1626,4756.982257,826.2727842,1885.554253,12975.00536,NA,NA,NA,NA
598,21/8/2008,4354.966667,2345.966667,0,432,1577,4207.566855,443.7166794,443.6211428,10562.0537,NA,NA,NA,NA
599,22/8/2008,4452.066667,2400.066667,0,438,1614,5608.395348,682.4259412,963.1453371,12848.686,NA,NA,NA,NA
600,23/8/2008,4244.033333,2340.033333,0,419,1485,6733.847554,1987.250355,1589.244261,18116.23526,NA,NA,NA,NA
601,24/8/2008,4245.266667,2318.266667,0,404,1523,4884.12404,2281.100872,2277.17387,18459.97156,NA,NA,NA,NA
602,25/8/2008,4171.633333,2313.633333,0,422,1436,5124.646943,728.0890712,646.7739656,12691.66364,NA,NA,NA,NA
603,26/8/2008,4292.733333,2339.733333,0,420,1533,5742.088052,877.2685715,1602.974249,15493.1896,NA,NA,NA,NA
604,27/8/2008,4301.9,2363.9,0,399,1539,5891.026223,1346.740953,2032.914324,16291.34073,NA,NA,NA,NA
605,28/8/2008,4470.766667,2407.766667,0,432,1631,5454.207406,960.2166286,592.721956,14075.07914,NA,NA,NA,NA
606,29/8/2008,4459.8,2430.8,0,430,1599,6953.056837,1188.446319,1112.083569,16517.07124,NA,NA,NA,NA
607,30/8/2008,4507.066667,2453.066667,0,435,1619,8160.10727,2476.536247,1736.170792,21896.14632,NA,NA,NA,NA
608,31/8/2008,25010.23333,7104.233333,2056,3733,12117,6374.107507,2747.781341,2420.363243,22306.10124,NA,NA,NA,NA
609,1/9/2008,20791.83333,9137.833333,950,521,10183,6659.460253,1166.795849,784.6922899,16558.30851,NA,NA,NA,NA
610,2/9/2008,23069.23333,10942.23333,4273,1206,6648,7302.275285,1283.242979,1734.34312,19335.34408,NA,NA,NA,NA
611,3/9/2008,23141.43333,9700.433333,1326,1902,10213,7457.039267,1715.926401,2156.768392,20065.77826,NA,NA,NA,NA
612,4/9/2008,20420.33333,8383.333333,2225,404,9408,7006.875149,1289.334413,708.4579391,17741.39022,NA,NA,NA,NA
613,5/9/2008,14566,6813,379,431,6943,8474.040699,1475.052861,1219.498708,20038.6293,NA,NA,NA,NA
614,6/9/2008,31142.9,8294.9,2948,6500,13400,9632.330441,2719.060379,1835.489047,25240.97385,NA,NA,NA,NA
615,7/9/2008,22877.6,11582.6,3612,1707,5976,7782.146,2945.540765,2512.247892,25447.61136,NA,NA,NA,NA
616,8/9/2008,21822.06667,9223.066667,747,2293,9559,7989.884956,1319.992435,870.2439607,19475.90028,NA,NA,NA,NA
617,9/9/2008,19327.56667,10910.56667,236,453,7728,8543.935631,1392.937096,1815.082777,22014.83401,NA,NA,NA,NA
618,10/9/2008,21679.4,9990.4,1009,399,10281,8601.280781,1783.991027,2234.60523,22499.65472,NA,NA,NA,NA
619,11/9/2008,17145.23333,8079.233333,1005,417,7644,8047.685053,1318.39029,785.6426367,19928.88258,NA,NA,NA,NA
620,12/9/2008,23212.7,12205.7,1867,402,8738,9408.117821,1468.38645,1298.562974,21985.58871,NA,NA,NA,NA
621,13/9/2008,27190.6,9020.6,930,5433,11807,10459.07785,2680.526806,1919.172847,26959.56796,NA,NA,NA,NA
622,14/9/2008,26272.1,14616.1,4673,445,6538,8503.587013,2879.454346,2603.416179,26955.84064,NA,NA,NA,NA
623,15/9/2008,28295.13333,16649.13333,960,364,10322,8610.505438,1231.007669,971.7951301,20796.94867,NA,NA,NA,NA
624,16/9/2008,20364.36667,11747.36667,0,368,8249,9070.457531,1285.923267,1929.851355,23176.27163,NA,NA,NA,NA
625,17/9/2008,25320.16667,10312.16667,1910,3727,9371,9042.37396,1663.903707,2365.261613,23532.51464,NA,NA,NA,NA
626,18/9/2008,25088.16667,12538.16667,4202,357,7991,8413.626185,1190.143103,934.5928402,20866.6375,NA,NA,NA,NA
627,19/9/2008,25314.1,11027.1,1569,351,12367,9710.406707,1336.726436,1467.85145,22863.05657,NA,NA,NA,NA
628,20/9/2008,21743.33333,8896.333333,0,370,12477,10710.02274,2549.916622,2110.391441,27811.77765,NA,NA,NA,NA
629,21/9/2008,25551.16667,10813.16667,4010,2381,8347,8715.87145,2753.964328,2817.622195,27816.89058,NA,NA,NA,NA
630,22/9/2008,22642.73333,8953.733333,1014,2448,10227,8796.749606,1114.220528,1209.441295,21698.89144,NA,NA,NA,NA
631,23/9/2008,20546.46667,10458.46667,0,2168,7920,9242.788818,1180.853815,2190.730215,24148.05744,NA,NA,NA,NA
632,24/9/2008,28639.16667,11342.16667,2019,4730,10548,9212.014049,1572.935621,2648.466522,24599.0248,NA,NA,NA,NA
633,25/9/2008,18853.66667,8605.666667,1012,751,8485,8590.515519,1114.984253,1238.497287,22047.83735,NA,NA,NA,NA
634,26/9/2008,23857.5,11376.5,1221,370,10890,9902.87215,1278.383802,1790.10801,24173.29349,NA,NA,NA,NA
635,27/9/2008,35457.43333,15838.43333,4347,2584,12688,10924.49998,2508.691299,2447.951058,29259.24629,NA,NA,NA,NA
636,28/9/2008,28851.73333,15304.73333,1920,385,11242,8956.690652,2729.466565,3166.77397,29403.28265,NA,NA,NA,NA
637,29/9/2008,25028.96667,12974.96667,1014,363,10677,9065.991062,1105.404211,1565.872365,23419.24235,NA,NA,NA,NA
638,30/9/2008,22916.76667,14143.76667,998,360,7415,9540.211715,1186.069284,2549.604703,25990.79646,NA,NA,NA,NA
639,1/10/2008,31206.06667,12349.06667,2249,5800,10808,9535.06646,1589.999213,3004.521997,26546.22985,NA,NA,NA,NA
640,2/10/2008,22422.36667,12995.36667,0,367,9060,8934.417288,1141.262516,1586.156618,24075.68916,NA,NA,NA,NA
641,3/10/2008,26876.33333,12294.33333,4801,349,9432,10260.77412,1310.889938,2123.604002,26252.71863,NA,NA,NA,NA
642,4/10/2008,35008.26667,18344.26667,3462,629,12573,11287.71377,2544.191073,2761.460864,31356.73263,NA,NA,NA,NA
643,5/10/2008,25832.5,15514.5,990,3257,6071,9314.982368,2764.59066,3454.559898,31481.8459,NA,NA,NA,NA
644,6/10/2008,23729.7,12891.7,990,286,9562,9407.930535,1136.763853,1822.425444,25439.51759,NA,NA,NA,NA
645,7/10/2008,28776.13333,17865.13333,1016,419,9476,9853.566996,1210.371882,2769.787231,27912.22471,NA,NA,NA,NA
